section,entity_id,entity_name,entity_name_en,entity_type,category,attribute_path,value
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,alternate_names,PCOS; Polycystic Ovary Syndrome; Stein-Leventhal综合征
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,icd10,E28.2
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,definition,以慢性无排卵、高雄激素血症和胰岛素抵抗为特征的生殖内分泌代谢性疾病
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,pathophysiology.hormonal_dysregulation.hyperandrogenism.mechanism,卵巢和肾上腺雄激素分泌增加
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,pathophysiology.hormonal_dysregulation.hyperandrogenism.sources,睾酮; 雄烯二酮; DHEA-S
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,pathophysiology.hormonal_dysregulation.hyperandrogenism.effects,排卵障碍; 多毛症; 痤疮; 脱发
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,pathophysiology.hormonal_dysregulation.lh_fsh_ratio.abnormal_ratio,LH/FSH比值>2:1
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,pathophysiology.hormonal_dysregulation.lh_fsh_ratio.mechanism,GnRH脉冲频率增加
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,pathophysiology.hormonal_dysregulation.lh_fsh_ratio.consequences,卵泡发育异常，无排卵
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,pathophysiology.hormonal_dysregulation.insulin_resistance.prevalence,60-70%的PCOS患者存在胰岛素抵抗
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,pathophysiology.hormonal_dysregulation.insulin_resistance.mechanism,胰岛素受体后信号转导异常
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,pathophysiology.hormonal_dysregulation.insulin_resistance.metabolic_effects,高胰岛素血症; 糖耐量异常; 脂代谢紊乱
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,pathophysiology.ovarian_morphology.polycystic_appearance,多囊样改变：≥12个直径2-9mm的卵泡
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,pathophysiology.ovarian_morphology.stromal_hyperplasia,卵巢间质增生和硬化
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,pathophysiology.ovarian_morphology.volume_increase,卵巢体积增大>10ml
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.reproductive_manifestations.menstrual_irregularities.oligomenorrhea,月经稀发（>35天）
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.reproductive_manifestations.menstrual_irregularities.amenorrhea,闭经（>3个月无月经）
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.reproductive_manifestations.menstrual_irregularities.anovulation,排卵功能障碍或无排卵
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.reproductive_manifestations.infertility.prevalence,75%的PCOS患者存在不孕
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.reproductive_manifestations.infertility.mechanism,慢性无排卵
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.reproductive_manifestations.infertility.pregnancy_complications,流产率增加; 妊娠期糖尿病; 子痫前期
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.hyperandrogenic_signs.hirsutism.definition,Ferriman-Gallwey评分≥6分
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.hyperandrogenic_signs.hirsutism.distribution,面部、胸部、腹部、大腿内侧毛发增多
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.hyperandrogenic_signs.hirsutism.prevalence,60-80%
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.hyperandrogenic_signs.acne,雄激素性痤疮，成年期持续存在
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.hyperandrogenic_signs.male_pattern_baldness,男性型脱发或发际线后移
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.hyperandrogenic_signs.virilization,严重病例可出现声音低沉、阴蒂肥大
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.metabolic_features.obesity.prevalence,50-80%的PCOS患者肥胖
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.metabolic_features.obesity.pattern,腹型肥胖为主
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.metabolic_features.obesity.bmi_distribution,亚洲人群BMI≥23即需关注
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.metabolic_features.insulin_resistance_manifestations.acanthosis_nigricans,黑棘皮症，颈部、腋下色素沉着
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.metabolic_features.insulin_resistance_manifestations.glucose_intolerance,糖耐量异常发生率20-40%
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,clinical_features.metabolic_features.insulin_resistance_manifestations.type2_diabetes_risk,2型糖尿病风险增加5-10倍
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,diagnostic_criteria.rotterdam_criteria_2003.requirement,以下3项中符合2项
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,diagnostic_criteria.rotterdam_criteria_2003.criteria,排卵功能障碍或无排卵; 临床和/或生化高雄激素血症; 超声显示多囊卵巢形态
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,diagnostic_criteria.rotterdam_criteria_2003.exclusions,21-羟化酶缺陷; 库欣综合征; 雄激素分泌肿瘤
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,diagnostic_criteria.androgen_excess_society_criteria.requirement,高雄激素血症+以下1项
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,diagnostic_criteria.androgen_excess_society_criteria.additional_criteria,排卵功能障碍; 多囊卵巢形态
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.hormonal_profile.androgens.total_testosterone,>2.0 nmol/L提示高雄激素血症
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.hormonal_profile.androgens.free_testosterone,游离睾酮升高更敏感
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.hormonal_profile.androgens.androstenedione,雄烯二酮升高
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.hormonal_profile.androgens.dhea_s,DHEA-S升高提示肾上腺来源
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.hormonal_profile.gonadotropins.lh_elevation,LH水平升高
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.hormonal_profile.gonadotropins.lh_fsh_ratio,LH/FSH≥2
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.hormonal_profile.gonadotropins.fsh_normal,FSH通常正常或轻度降低
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.hormonal_profile.other_hormones.amh,抗苗勒氏管激素显著升高（>35 pmol/L）
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.hormonal_profile.other_hormones.shbg,性激素结合球蛋白降低
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.hormonal_profile.other_hormones.prolactin,泌乳素可轻度升高
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.metabolic_parameters.glucose_metabolism.ogtt,75g葡萄糖耐量试验筛查糖代谢异常
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.metabolic_parameters.glucose_metabolism.homa_ir,胰岛素抵抗指数>2.5
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.metabolic_parameters.glucose_metabolism.fasting_insulin,空腹胰岛素>15 mU/L
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.metabolic_parameters.lipid_profile.triglycerides,甘油三酯常升高
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.metabolic_parameters.lipid_profile.hdl_cholesterol,HDL-C常降低
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.metabolic_parameters.lipid_profile.ldl_cholesterol,LDL-C可升高
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,laboratory_findings.metabolic_parameters.lipid_profile.total_cholesterol,总胆固醇升高
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,imaging_findings.transvaginal_ultrasound.ovarian_criteria.follicle_count,单侧卵巢≥12个直径2-9mm卵泡
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,imaging_findings.transvaginal_ultrasound.ovarian_criteria.ovarian_volume,卵巢体积>10ml
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,imaging_findings.transvaginal_ultrasound.ovarian_criteria.stromal_echogenicity,间质回声增强
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,imaging_findings.transvaginal_ultrasound.optimal_timing,月经周期早期（第3-5天）检查
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,treatment_approach.lifestyle_intervention.weight_management.target,减重5-10%即可显著改善症状
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,treatment_approach.lifestyle_intervention.weight_management.diet,低糖指数饮食，控制碳水化合物
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,treatment_approach.lifestyle_intervention.weight_management.exercise,有氧运动+阻抗训练，每周150分钟
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,treatment_approach.pharmacological_treatment.insulin_sensitizers.metformin.dosage,500-2000mg/日，分次服用
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,treatment_approach.pharmacological_treatment.insulin_sensitizers.metformin.effects,改善胰岛素抵抗，降低雄激素
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,treatment_approach.pharmacological_treatment.insulin_sensitizers.metformin.indications,肥胖、糖代谢异常的PCOS患者
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,treatment_approach.pharmacological_treatment.insulin_sensitizers.pioglitazone,替代选择，15-45mg/日
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,treatment_approach.pharmacological_treatment.hormonal_therapy.combined_ocs.mechanism,抑制LH分泌，增加SHBG
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,treatment_approach.pharmacological_treatment.hormonal_therapy.combined_ocs.selection,含抗雄激素作用的孕激素
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,treatment_approach.pharmacological_treatment.hormonal_therapy.combined_ocs.contraindications,血栓风险、肝病、高血压
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,treatment_approach.pharmacological_treatment.hormonal_therapy.antiandrogens.spironolactone,50-200mg/日
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,treatment_approach.pharmacological_treatment.hormonal_therapy.antiandrogens.finasteride,5mg/日
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,treatment_approach.pharmacological_treatment.hormonal_therapy.antiandrogens.flutamide,250mg 2次/日
REPRO_001,REPRO_001,多囊卵巢综合征,,生殖内分泌疾病,生殖内分泌疾病,treatment_approach.pharmacological_treatment.ovulation_induction.first_line,克罗米芬50-150mg/日，月经第3-7天
