section,entity_id,entity_name,entity_name_en,entity_type,category,attribute_path,value
endocrine_tumor_entities,NET_001,神经内分泌肿瘤,,neoplasm,endocrine_tumor,name_en,Neuroendocrine Tumors
endocrine_tumor_entities,NET_001,神经内分泌肿瘤,,neoplasm,endocrine_tumor,description,起源于神经内分泌细胞的异质性肿瘤群
endocrine_tumor_entities,NET_001,神经内分泌肿瘤,,neoplasm,endocrine_tumor,icd_10,C7A
endocrine_tumor_entities,NET_001,神经内分泌肿瘤,,neoplasm,endocrine_tumor,epidemiology.incidence,"6.98/100,000人年"
endocrine_tumor_entities,NET_001,神经内分泌肿瘤,,neoplasm,endocrine_tumor,epidemiology.prevalence,"171,321例(美国数据)"
endocrine_tumor_entities,NET_001,神经内分泌肿瘤,,neoplasm,endocrine_tumor,epidemiology.age_distribution,中位年龄63岁
endocrine_tumor_entities,NET_001,神经内分泌肿瘤,,neoplasm,endocrine_tumor,epidemiology.gender_ratio,女性略多见(1.2:1)
endocrine_tumor_entities,NET_001,神经内分泌肿瘤,,neoplasm,endocrine_tumor,classification.by_location.gastroenteropancreatic.percentage,67.5%
endocrine_tumor_entities,NET_001,神经内分泌肿瘤,,neoplasm,endocrine_tumor,classification.by_location.gastroenteropancreatic.subtypes,胰腺神经内分泌肿瘤; 小肠神经内分泌肿瘤; 胃神经内分泌肿瘤; 结直肠神经内分泌肿瘤
endocrine_tumor_entities,NET_001,神经内分泌肿瘤,,neoplasm,endocrine_tumor,classification.by_location.pulmonary.percentage,25.3%
endocrine_tumor_entities,NET_001,神经内分泌肿瘤,,neoplasm,endocrine_tumor,classification.by_location.pulmonary.subtypes,典型类癌; 非典型类癌; 大细胞神经内分泌癌; 小细胞肺癌
endocrine_tumor_entities,NET_001,神经内分泌肿瘤,,neoplasm,endocrine_tumor,classification.by_location.other_sites,甲状腺髓样癌; 肾上腺嗜铬细胞瘤; 默克尔细胞癌; 垂体腺瘤
endocrine_tumor_entities,NET_001,神经内分泌肿瘤,,neoplasm,endocrine_tumor,classification.by_grade.who_2019.g1_net.ki67,<3%
endocrine_tumor_entities,NET_001,神经内分泌肿瘤,,neoplasm,endocrine_tumor,classification.by_grade.who_2019.g1_net.mitoses,<2/10HPF
endocrine_tumor_entities,NET_001,神经内分泌肿瘤,,neoplasm,endocrine_tumor,classification.by_grade.who_2019.g1_net.terminology,神经内分泌肿瘤G1
