section,entity_id,entity_name,entity_name_en,entity_type,category,attribute_path,value
BONE_002,BONE_002,骨软化症,,骨代谢疾病,骨代谢疾病,alternate_names,软骨病; 维生素D缺乏性骨病; Osteomalacia; Rickets (in children); Adult rickets
BONE_002,BONE_002,骨软化症,,骨代谢疾病,骨代谢疾病,icd10,M83.9
BONE_002,BONE_002,骨软化症,,骨代谢疾病,骨代谢疾病,definition,由于骨基质矿化缺陷导致的骨病，特征是骨基质正常但矿物质沉积不足
BONE_002,BONE_002,骨软化症,,骨代谢疾病,骨代谢疾病,pathophysiology.mineralization_defect.normal_bone_formation,成骨细胞正常合成骨基质（类骨质）
BONE_002,BONE_002,骨软化症,,骨代谢疾病,骨代谢疾病,pathophysiology.mineralization_defect.impaired_mineralization,钙磷酸盐晶体沉积障碍
BONE_002,BONE_002,骨软化症,,骨代谢疾病,骨代谢疾病,pathophysiology.mineralization_defect.accumulation_of_osteoid,未矿化的类骨质异常增多
BONE_002,BONE_002,骨软化症,,骨代谢疾病,骨代谢疾病,pathophysiology.vitamin_d_metabolism.synthesis_pathway.step1,皮肤7-脱氢胆固醇→维生素D3（阳光照射）
BONE_002,BONE_002,骨软化症,,骨代谢疾病,骨代谢疾病,pathophysiology.vitamin_d_metabolism.synthesis_pathway.step2,肝脏25-羟化酶→25(OH)D3（储存形式）
BONE_002,BONE_002,骨软化症,,骨代谢疾病,骨代谢疾病,pathophysiology.vitamin_d_metabolism.synthesis_pathway.step3,"肾脏1α-羟化酶→1,25(OH)2D3（活性形式）"
BONE_002,BONE_002,骨软化症,,骨代谢疾病,骨代谢疾病,pathophysiology.vitamin_d_metabolism.physiological_functions.intestinal_calcium_absorption,促进小肠钙吸收（主要功能）
BONE_002,BONE_002,骨软化症,,骨代谢疾病,骨代谢疾病,pathophysiology.vitamin_d_metabolism.physiological_functions.phosphate_absorption,促进磷酸盐吸收
BONE_002,BONE_002,骨软化症,,骨代谢疾病,骨代谢疾病,pathophysiology.vitamin_d_metabolism.physiological_functions.bone_mineralization,直接促进骨矿化
BONE_002,BONE_002,骨软化症,,骨代谢疾病,骨代谢疾病,pathophysiology.vitamin_d_metabolism.physiological_functions.pth_regulation,抑制甲状旁腺激素分泌
BONE_002,BONE_002,骨软化症,,骨代谢疾病,骨代谢疾病,pathophysiology.vitamin_d_metabolism.physiological_functions.fgf23_interaction,与FGF23相互调节磷代谢
BONE_002,BONE_002,骨软化症,,骨代谢疾病,骨代谢疾病,pathophysiology.vitamin_d_metabolism.deficiency_consequences.decreased_calcium_absorption,肠道钙吸收减少
