section,entity_id,entity_name,entity_name_en,entity_type,category,attribute_path,value
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,name_en,Type 2 Diabetes Mellitus
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,icd10,E11
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,description,以胰岛素抵抗和胰岛β细胞功能进行性衰减为特征的慢性代谢性疾病
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,epidemiology.global_prevalence,9.3%（成人）
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,epidemiology.china_prevalence,11.2%（成人）
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,epidemiology.incidence_trend,持续上升，与肥胖和老龄化相关
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,epidemiology.gender_distribution,男性略高于女性
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,epidemiology.age_pattern,40岁后显著增加，但年轻化趋势明显
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,pathophysiology.insulin_resistance.primary_sites,肝脏; 骨骼肌; 脂肪组织
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,pathophysiology.insulin_resistance.mechanisms,胰岛素受体后信号传导缺陷; 葡萄糖转运蛋白功能异常; 炎症因子介导的信号干扰; 脂肪细胞因子失调
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,pathophysiology.insulin_resistance.compensatory_response,早期β细胞代偿性胰岛素分泌增加
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,pathophysiology.beta_cell_dysfunction.progressive_decline,β细胞功能年下降率4-5%
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,pathophysiology.beta_cell_dysfunction.mechanisms,葡萄糖毒性; 脂毒性; 氧化应激; 内质网应激; 淀粉样蛋白沉积
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,pathophysiology.beta_cell_dysfunction.insulin_secretion_defects,第一时相胰岛素分泌缺失; 胰岛素脉冲性分泌异常; 葡萄糖敏感性下降
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,pathophysiology.incretin_system_defects.glp1_reduction,GLP-1分泌减少和作用减弱
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,pathophysiology.incretin_system_defects.dpp4_activity,DPP-4活性可能增加
entities.diabetes_entities,DM_001,2型糖尿病,,disease,代谢性疾病,pathophysiology.incretin_system_defects.incretins_effect,肠促胰素效应受损
