section,entity_id,entity_name,entity_name_en,entity_type,category,attribute_path,value
cerebrovascular_diseases,CBVD_001,急性缺血性脑卒中,,Disease,脑血管疾病,icd10,I63.9
cerebrovascular_diseases,CBVD_001,急性缺血性脑卒中,,Disease,脑血管疾病,synonyms,急性脑梗死; 缺血性卒中; 脑梗塞
cerebrovascular_diseases,CBVD_001,急性缺血性脑卒中,,Disease,脑血管疾病,definition,脑血管急性闭塞导致相应脑组织缺血性坏死及功能障碍的急性脑血管病
cerebrovascular_diseases,CBVD_001,急性缺血性脑卒中,,Disease,脑血管疾病,classification.etiology_toast.large_artery,大动脉粥样硬化型（约25%）
cerebrovascular_diseases,CBVD_001,急性缺血性脑卒中,,Disease,脑血管疾病,classification.etiology_toast.cardioembolic,心源性栓塞型（约20%）
cerebrovascular_diseases,CBVD_001,急性缺血性脑卒中,,Disease,脑血管疾病,classification.etiology_toast.small_vessel,小血管闭塞型/腔隙性（约25%）
cerebrovascular_diseases,CBVD_001,急性缺血性脑卒中,,Disease,脑血管疾病,classification.etiology_toast.other_determined,其他明确病因型（约5%）
cerebrovascular_diseases,CBVD_001,急性缺血性脑卒中,,Disease,脑血管疾病,classification.etiology_toast.undetermined,不明原因型（约25%）
cerebrovascular_diseases,CBVD_001,急性缺血性脑卒中,,Disease,脑血管疾病,classification.bamford_classification.taci,全前循环梗死
cerebrovascular_diseases,CBVD_001,急性缺血性脑卒中,,Disease,脑血管疾病,classification.bamford_classification.paci,部分前循环梗死
cerebrovascular_diseases,CBVD_001,急性缺血性脑卒中,,Disease,脑血管疾病,classification.bamford_classification.laci,腔隙性梗死
cerebrovascular_diseases,CBVD_001,急性缺血性脑卒中,,Disease,脑血管疾病,classification.bamford_classification.poci,后循环梗死
cerebrovascular_diseases,CBVD_001,急性缺血性脑卒中,,Disease,脑血管疾病,risk_factors.modifiable,高血压; 糖尿病; 血脂异常; 房颤; 吸烟; 肥胖; 缺乏运动; 过量饮酒
cerebrovascular_diseases,CBVD_001,急性缺血性脑卒中,,Disease,脑血管疾病,risk_factors.non_modifiable,年龄; 性别（男性）; 遗传因素; 既往卒中史
