section,entity_id,entity_name,entity_name_en,entity_type,category,attribute_path,value
NUTRI_001,NUTRI_001,肥胖症,,营养代谢疾病,营养代谢疾病,icd10,E66.9
NUTRI_001,NUTRI_001,肥胖症,,营养代谢疾病,营养代谢疾病,definition,由于能量摄入超过能量消耗，导致体内脂肪积聚过多而引起的慢性代谢性疾病
NUTRI_001,NUTRI_001,肥胖症,,营养代谢疾病,营养代谢疾病,pathophysiology.energy_balance.mechanism,长期能量正平衡导致脂肪组织堆积
NUTRI_001,NUTRI_001,肥胖症,,营养代谢疾病,营养代谢疾病,pathophysiology.energy_balance.contributing_factors,遗传因素; 环境因素; 行为因素; 代谢因素
NUTRI_001,NUTRI_001,肥胖症,,营养代谢疾病,营养代谢疾病,pathophysiology.energy_balance.adipocyte_dysfunction,脂肪细胞增大和增多，分泌功能紊乱
NUTRI_001,NUTRI_001,肥胖症,,营养代谢疾病,营养代谢疾病,pathophysiology.hormonal_dysregulation.leptin_resistance,瘦素抵抗导致饱腹感减弱
NUTRI_001,NUTRI_001,肥胖症,,营养代谢疾病,营养代谢疾病,pathophysiology.hormonal_dysregulation.insulin_resistance,胰岛素抵抗促进脂肪合成
NUTRI_001,NUTRI_001,肥胖症,,营养代谢疾病,营养代谢疾病,pathophysiology.hormonal_dysregulation.cortisol,皮质醇分泌异常影响脂肪分布
NUTRI_001,NUTRI_001,肥胖症,,营养代谢疾病,营养代谢疾病,pathophysiology.hormonal_dysregulation.growth_hormone,生长激素分泌减少影响脂肪代谢
NUTRI_001,NUTRI_001,肥胖症,,营养代谢疾病,营养代谢疾病,pathophysiology.inflammatory_response.adipokines,脂肪因子分泌失调
NUTRI_001,NUTRI_001,肥胖症,,营养代谢疾病,营养代谢疾病,pathophysiology.inflammatory_response.chronic_inflammation,慢性低级炎症状态
NUTRI_001,NUTRI_001,肥胖症,,营养代谢疾病,营养代谢疾病,pathophysiology.inflammatory_response.immune_dysfunction,免疫功能异常
NUTRI_001,NUTRI_001,肥胖症,,营养代谢疾病,营养代谢疾病,clinical_features.anthropometric_measurements.bmi,体质指数≥30 kg/m²（亚洲人≥25 kg/m²）
NUTRI_001,NUTRI_001,肥胖症,,营养代谢疾病,营养代谢疾病,clinical_features.anthropometric_measurements.waist_circumference,腹围：男性≥90cm，女性≥80cm
