section,entity_id,entity_name,entity_name_en,entity_type,category,attribute_path,value
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,alternate_names,原发性骨质疏松症; 继发性骨质疏松症; Osteoporosis; Primary osteoporosis; Secondary osteoporosis
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,icd10,M80.9
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,definition,以骨量低、骨微结构破坏、骨脆性增加、易发生骨折为特征的全身性代谢性骨病
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.bone_remodeling_imbalance.normal_remodeling.bone_formation,成骨细胞合成骨基质
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.bone_remodeling_imbalance.normal_remodeling.bone_resorption,破骨细胞破坏老化骨组织
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.bone_remodeling_imbalance.normal_remodeling.balance,健康状态下形成与吸收平衡
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.bone_remodeling_imbalance.osteoporosis_mechanism.increased_resorption,破骨细胞活性增加
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.bone_remodeling_imbalance.osteoporosis_mechanism.decreased_formation,成骨细胞功能下降
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.bone_remodeling_imbalance.osteoporosis_mechanism.net_bone_loss,骨形成<骨吸收，净骨丢失
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.hormonal_regulation.estrogen.mechanism,抑制破骨细胞活性，促进成骨细胞功能
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.hormonal_regulation.estrogen.deficiency_effects,绝经后雌激素缺乏导致骨吸收增加
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.hormonal_regulation.estrogen.rankl_opg_system,调节RANKL/OPG比值影响骨代谢
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.hormonal_regulation.parathyroid_hormone.physiologic_role,维持血钙稳态
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.hormonal_regulation.parathyroid_hormone.bone_effects,间歇性PTH促进骨形成，持续升高促进骨吸收
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.hormonal_regulation.parathyroid_hormone.secondary_hyperparathyroidism,维生素D缺乏或肾功能不全引起
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.hormonal_regulation.vitamin_d.calcium_absorption,促进肠道钙吸收
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.hormonal_regulation.vitamin_d.bone_mineralization,必需的骨矿化因子
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.hormonal_regulation.vitamin_d.deficiency_consequences,继发性甲状旁腺功能亢进
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.hormonal_regulation.thyroid_hormones.bone_turnover,甲亢加速骨转换
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.hormonal_regulation.thyroid_hormones.fracture_risk,长期甲亢增加骨折风险
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.hormonal_regulation.glucocorticoids.bone_formation,抑制成骨细胞分化和功能
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.hormonal_regulation.glucocorticoids.bone_resorption,促进破骨细胞活性
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.hormonal_regulation.glucocorticoids.iatrogenic_osteoporosis,糖皮质激素性骨质疏松
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.hormonal_regulation.growth_hormone_igf1.bone_anabolism,刺激成骨细胞增殖和胶原合成
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.hormonal_regulation.growth_hormone_igf1.deficiency,GH/IGF-1缺乏导致骨密度下降
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.cytokine_regulation.rank_rankl_opg.rankl,破骨细胞分化因子
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.cytokine_regulation.rank_rankl_opg.opg,骨保护素，RANKL拮抗剂
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.cytokine_regulation.rank_rankl_opg.ratio,RANKL/OPG比值决定骨吸收程度
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.cytokine_regulation.inflammatory_cytokines.il1_il6_tnf,促进骨吸收的细胞因子
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,pathophysiology.cytokine_regulation.inflammatory_cytokines.chronic_inflammation,慢性炎症加速骨丢失
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.etiology_based.primary_osteoporosis.type_1.description,绝经后骨质疏松
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.etiology_based.primary_osteoporosis.type_1.age_group,51-75岁女性
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.etiology_based.primary_osteoporosis.type_1.mechanism,雌激素缺乏
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.etiology_based.primary_osteoporosis.type_1.predominant_site,松质骨（椎体、桡骨远端）
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.etiology_based.primary_osteoporosis.type_2.description,老年性骨质疏松
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.etiology_based.primary_osteoporosis.type_2.age_group,>70岁男女
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.etiology_based.primary_osteoporosis.type_2.mechanism,年龄相关的骨形成减少
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.etiology_based.primary_osteoporosis.type_2.predominant_site,皮质骨和松质骨
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.etiology_based.secondary_osteoporosis.endocrine_causes,甲状腺功能亢进; 甲状旁腺功能亢进; Cushing综合征; 性腺功能减退; 糖尿病; 甲状旁腺功能减退
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.etiology_based.secondary_osteoporosis.drug_induced,糖皮质激素; 抗癫痫药; 肝素; 芳香化酶抑制剂; GnRH激动剂
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.etiology_based.secondary_osteoporosis.systemic_diseases,类风湿关节炎; 慢性肾病; 炎症性肠病; 慢性阻塞性肺病; 肝病
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.severity_based.osteopenia.t_score,-1.0到-2.5之间
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.severity_based.osteopenia.description,骨量减少
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.severity_based.osteoporosis.t_score,≤-2.5
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.severity_based.osteoporosis.description,骨质疏松症
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.severity_based.severe_osteoporosis.criteria,骨质疏松症+脆性骨折
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,classification.severity_based.severe_osteoporosis.description,严重骨质疏松症
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,epidemiology.prevalence.global,全球>2亿人患病
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,epidemiology.prevalence.china.overall,中国50岁以上人群患病率约13%
BONE_001,BONE_001,骨质疏松症,,骨代谢疾病,骨代谢疾病,epidemiology.prevalence.china.women,绝经后女性患病率30-50%
