Category,Field_Name,Chinese_Name,Data_Type,Unit,Valid_Range,LOINC_Code,Required,Description,Clinical_Significance
Basic_Info,record_id,记录ID,string,,,,,Y,唯一标识,数据追踪
Basic_Info,report_date,报告日期,date,,,,,Y,报告/记录时间,时效性
Basic_Info,region,地区,string,,,,,Y,省/市/区县,地理分布
Basic_Info,institution,机构,string,,,,,Y,报告单位,数据来源
Population_Data,target_population,目标人群,string,,,,,Y,研究/干预对象,人群特征
Population_Data,population_size,人群规模,integer,,1-10000000,,,Y,覆盖人数,样本量
Population_Data,age_distribution,年龄分布,string,,,,,N,各年龄组人数,人口学特征
Population_Data,gender_distribution,性别分布,string,,,,,N,男女比例,人口学特征
Surveillance_Data,disease_category,疾病类别,categorical,,Infectious,Chronic,Injury,Occupational,Environmental,,,Y,传染病/慢性病/伤害/职业病/环境相关,监测分类
Surveillance_Data,case_number,病例数,integer,,0-1000000,,,Y,累计病例,疾病负担
Surveillance_Data,incidence_rate,发病率,float,per 100000,0-10000,,,N,发病率(/10万),流行强度
Surveillance_Data,prevalence_rate,患病率,float,%,0-100,,,N,时点患病率,疾病负担
Surveillance_Data,mortality_rate,死亡率,float,per 100000,0-1000,,,N,死亡率(/10万),疾病严重性
Risk_Factors,environmental_factors,环境因素,string,,,,,N,空气/水/食品污染等,暴露因素
Risk_Factors,behavioral_factors,行为因素,string,,,,,N,吸烟/饮酒/饮食等,生活方式
Risk_Factors,socioeconomic_factors,社会经济因素,string,,,,,N,收入/教育/职业等,健康决定因素
Outbreak_Investigation,outbreak_confirmed,暴发确认,boolean,,,,,N,是否确认暴发,流行病学判断
Outbreak_Investigation,index_case_date,首发病例日期,date,,,,,N,首例发病时间,暴发起点
Outbreak_Investigation,attack_rate,罹患率,float,%,0-100,,,N,暴露人群发病比例,传播效率
Outbreak_Investigation,epidemic_curve,流行曲线,string,,,,,N,时间分布模式,传播特征
Outbreak_Investigation,suspected_source,疑似传染源,string,,,,,N,病原来源推测,溯源调查
Outbreak_Investigation,control_measures,控制措施,string,,,,,N,隔离/消毒/关闭场所等,干预行动
Laboratory_Confirmation,pathogen_detected,病原体检测,string,,,,,N,病毒/细菌/寄生虫等,病原学诊断
Laboratory_Confirmation,laboratory_method,检测方法,categorical,,PCR,Culture,Serology,Antigen,,,N,核酸/培养/血清学/抗原,检验技术
Laboratory_Confirmation,positive_rate,阳性率,float,%,0-100,,,N,检出率,感染率
Screening_Program,screening_method,筛查方法,string,,,,,N,问卷/体检/实验室/影像,筛查手段
Screening_Program,participants_screened,筛查人数,integer,,0-1000000,,,N,实际参与人数,覆盖率
Screening_Program,abnormal_detected,异常检出数,integer,,0-100000,,,N,阳性/异常人数,检出率
Screening_Program,referral_rate,转诊率,float,%,0-100,,,N,需进一步诊治比例,后续管理
Health_Education,intervention_type,干预类型,categorical,,Lecture,Workshop,Media_Campaign,Counseling,Community_Event,,,N,讲座/工作坊/媒体宣传/咨询/社区活动,健康促进方式
Health_Education,reach,覆盖人数,integer,,0-10000000,,,N,受众数量,传播范围
Health_Education,knowledge_improvement,知识改善,categorical,,Not_Assessed,Improved,No_Change,,,N,未评估/改善/无变化,教育效果
Health_Education,behavior_change,行为改变,categorical,,Not_Assessed,Changed,No_Change,,,N,未评估/改变/无变化,干预成效
Vaccination_Program,vaccine_type,疫苗类型,string,,,,,N,疫苗种类,免疫预防
Vaccination_Program,doses_administered,接种剂次,integer,,0-10000000,,,N,累计接种剂次,覆盖进度
Vaccination_Program,coverage_rate,接种率,float,%,0-100,,,N,目标人群接种比例,免疫屏障
Vaccination_Program,adverse_events,不良事件,integer,,0-10000,,,N,AEFI报告数,疫苗安全性
Environmental_Health,air_quality_index,空气质量指数,integer,,0-500,,,N,AQI,大气污染
Environmental_Health,water_quality,水质合格率,float,%,0-100,,,N,饮用水监测,饮水安全
Environmental_Health,food_safety,食品安全,string,,,,,N,抽检合格率/食源性疾病,食品卫生
Policy_Recommendation,evidence_summary,证据总结,string,,,,,N,流行病学证据汇总,决策依据
Policy_Recommendation,policy_suggestion,政策建议,string,,,,,N,公共卫生干预建议,政策制定
Data_Quality,data_completeness,数据完整性,float,%,0-100,,,Y,缺失值比例,数据质量
Data_Quality,timeliness,及时性,categorical,,Timely,Delayed,,,Y,按时报告/延迟,监测敏感性
Analysis_Methods,statistical_methods,统计方法,string,,,,,N,描述性/推断性分析,分析技术
Analysis_Methods,epidemic_model,流行病学模型,string,,,,,N,SIR/SEIR等传播模型,预测工具
Collaboration,multi_sector_collaboration,多部门合作,string,,,,,N,卫生/教育/环保等,跨部门协作
Collaboration,international_reporting,国际报告,boolean,,,,,N,向WHO/邻国通报,全球卫生安全
Outcome,public_health_impact,公共卫生影响,categorical,,Contained,Ongoing,Worsening,,,N,控制/持续/恶化,疫情态势
Outcome,cost_effectiveness,成本效果,string,,,,,N,QALY/DALY/经济评价,资源配置
Lessons_Learned,challenges,挑战,string,,,,,N,工作困难与障碍,经验教训
Lessons_Learned,best_practices,最佳实践,string,,,,,N,成功经验总结,可推广做法
Report,public_health_officer,公共卫生人员,string,,,,,Y,负责人,责任主体
Report,report_type,报告类型,categorical,,Routine_Surveillance,Special_Investigation,Annual_Summary,,,Y,常规监测/专项调查/年度总结,报告性质
