Category,Field_Name,Chinese_Name,Data_Type,Unit,Valid_Range,LOINC_Code,Required,Description,Clinical_Significance
Basic_Info,patient_id,患者ID,string,,,,,Y,唯一标识,患者追踪
Basic_Info,assessment_date,评估日期,date,,,,,Y,评估时间,诊断时点
Basic_Info,age,年龄,integer,years,18-120,,,Y,患者年龄,发病因素
Basic_Info,gender,性别,categorical,,Male,Female,,,Y,性别,流行病学
Clinical_Features,symptom_onset,症状起始,date,,,,,Y,发病时间,病程评估
Clinical_Features,primary_symptoms,主要症状,string,,,,,Y,症状描述,临床表现
Clinical_Features,disease_duration,病程,integer,years,0-100,,,Y,疾病持续时间,慢性病程
Neurological_Exam,neurological_examination,神经系统检查,string,,,,,Y,神经系统体征,定位诊断
Neurological_Exam,functional_assessment,功能评估,string,,,,,Y,功能状态评分,残疾程度
Labs,laboratory_tests,实验室检查,string,,,,,N,相关化验检查,辅助诊断
Imaging,brain_imaging,脑影像,string,,,,,N,CT/MRI表现,结构评估
Electrophysiology,eeg,脑电图,string,,,,,N,EEG表现,电活动
Electrophysiology,emg_ncs,肌电图/神经传导,string,,,,,N,EMG/NCS,周围神经肌肉
Diagnosis,primary_diagnosis,主要诊断,string,,,,,Y,疾病诊断,临床诊断
Diagnosis,classification,疾病分型,categorical,,Type_1,Type_2,Type_3,,,N,疾病亚型,分型管理
Treatment_Pharmacologic,antiepileptic_drugs,抗癫痫药物,string,,,,,N,AEDs,症状控制
Treatment_Pharmacologic,dopaminergic_therapy,多巴胺能治疗,string,,,,,N,左旋多巴/多巴胺激动剂,帕金森治疗
Treatment_Pharmacologic,immunotherapy,免疫治疗,string,,,,,N,免疫抑制剂/IVIG/血浆置换,自身免疫性疾病
Treatment_Nonpharmacologic,non_drug_therapy,非药物治疗,string,,,,,N,康复/手术/DBS,综合治疗
Monitoring,seizure_frequency,发作频率,string,,,,,N,癫痫发作频率,疾病控制
Monitoring,medication_adherence,药物依从性,categorical,,Good,Fair,Poor,,,Y,良好/一般/差,治疗效果
Adverse_Events,treatment_adverse_events,治疗不良事件,string,,,,,N,药物不良反应,安全性
Outcome,disease_progression,疾病进展,categorical,,Stable,Improved,Worsened,,,Y,稳定/好转/恶化,疾病转归
Report,neurologist,神经科医师,string,,,,,Y,主管医师,责任医师
Report,report_date,报告日期,date,,,,,Y,报告时间,文档记录
