fieldName,fieldNameCN,dataType,description,examples
examDate,检查日期,String,检查日期，格式YYYY-MM-DD,2024-12-01
patientID,患者唯一标识符,String,患者的唯一标识符,P202401001
patientName,患者姓名,String,患者的姓名,张三
clinicalIndication,临床适应症,String,进行营养评估的临床适应症,糖尿病营养知识与行为评估
diagnosisImpression,诊断印象,String,基于评估结果的诊断印象,营养知识中等水平/饮食行为需改善
recommendation,建议,String,基于评估结果的建议,加强营养教育和饮食行为指导

# 基本信息
ageAtAssessment,评估时年龄,Number,患者评估时的年龄（岁）,58
gender,性别,String,患者性别,男/女
educationLevel,教育程度,String,患者的教育程度,小学/初中/高中/专科/本科/研究生
diabetesType,糖尿病类型,String,患者的糖尿病类型,1型糖尿病/2型糖尿病/妊娠糖尿病/其他特殊类型
diabetesDuration,糖尿病病程,Number,患者糖尿病诊断时间（年）,8.5
currentTreatment,当前治疗方案,String,患者当前的治疗方案,口服药物/胰岛素/联合治疗/生活方式干预
hbA1cLevel,糖化血红蛋白,Number,最近一次糖化血红蛋白水平（%）,7.8

# 营养知识评估
overallNutritionKnowledgeScore,总体营养知识评分,Number,总体营养知识评分（0-100分）,65
basicNutritionKnowledge,基础营养知识,Number,基础营养学知识评分（0-100分）,72
diabetesNutritionKnowledge,糖尿病营养知识,Number,糖尿病专门营养知识评分（0-100分）,68
macronutrientKnowledge,宏量营养素知识,Number,碳水化合物、蛋白质、脂肪知识评分（0-100分）,75
micronutrientKnowledge,微量营养素知识,Number,维生素、矿物质知识评分（0-100分）,58
foodGroupKnowledge,食物组别知识,Number,食物分类和组别知识评分（0-100分）,70
portionSizeKnowledge,份量大小知识,Number,食物份量大小知识评分（0-100分）,62

# 碳水化合物相关知识
carbohydrateIdentification,碳水化合物识别,Number,识别含碳水化合物食物能力评分（1-5分）,3.5
glycemicIndexKnowledge,血糖指数知识,Number,血糖指数概念理解评分（1-5分）,2.8
carbohydrateCountingKnowledge,碳水计算知识,Number,碳水化合物计算知识评分（1-5分）,3.2
fiberKnowledge,纤维知识,Number,膳食纤维作用和来源知识评分（1-5分）,3.0
complexCarbKnowledge,复合碳水知识,Number,复合碳水化合物知识评分（1-5分）,3.3
sugarSubstituteKnowledge,糖替代品知识,Number,糖替代品种类和使用知识评分（1-5分）,2.5

# 蛋白质和脂肪知识
proteinRequirementKnowledge,蛋白质需求知识,Number,蛋白质需求量知识评分（1-5分）,3.1
proteinSourceKnowledge,蛋白质来源知识,Number,优质蛋白质来源知识评分（1-5分）,3.4
fatTypeKnowledge,脂肪类型知识,Number,饱和脂肪、不饱和脂肪知识评分（1-5分）,2.9
cholesterolKnowledge,胆固醇知识,Number,胆固醇相关知识评分（1-5分）,3.2
omegaFattyAcidKnowledge,欧米伽脂肪酸知识,Number,欧米伽脂肪酸知识评分（1-5分）,2.3
transfattKnowledge,反式脂肪知识,Number,反式脂肪危害知识评分（1-5分）,2.7

# 食物标签和营养成分知识
nutritionLabelReadingSkill,营养标签阅读技能,Number,营养标签阅读理解能力评分（1-5分）,2.8
calorieContentUnderstanding,热量含量理解,Number,食物热量含量理解能力评分（1-5分）,3.2
ingredientListUnderstanding,配料表理解,Number,食物配料表理解能力评分（1-5分）,2.6
servingSizeUnderstanding,份量大小理解,Number,营养标签份量大小理解评分（1-5分）,2.4
percentDailyValueUnderstanding,每日营养素参考值理解,Number,%DV理解能力评分（1-5分）,2.1
additiveKnowledge,添加剂知识,Number,食品添加剂知识评分（1-5分）,2.5

# 饮食规划知识
mealPlanningKnowledge,膳食规划知识,Number,膳食规划原则知识评分（1-5分）,3.3
plateMethodKnowledge,餐盘法知识,Number,糖尿病餐盘法知识评分（1-5分）,3.6
