Category,Field_Name,Chinese_Name,Data_Type,Unit,Valid_Range,LOINC_Code,Required,Description,Clinical_Significance
Basic_Info,patient_id,患者ID,string,,,,,Y,唯一标识,患者追踪
Basic_Info,exam_date,检查日期,date,,,,,Y,超声检查日期,影像记录
Basic_Info,age,年龄,integer,years,10-100,,,Y,患者年龄,生育年龄/绝经
Basic_Info,lmp,末次月经,date,,,,,N,LMP,月经周期定位
Basic_Info,menstrual_status,月经状态,categorical,,"Premenopausal,Perimenopausal,Postmenopausal",,,Y,绝经状态,激素环境

Exam_Method,ultrasound_approach,检查途径,categorical,,"Transabdominal,Transvaginal,Combined",,,Y,腹部/阴道/联合,图像质量
Exam_Method,indication,检查适应证,categorical,,"Routine_Screening,Pelvic_Pain,Abnormal_Bleeding,Mass,Infertility,Follow_Up",,,Y,检查原因,临床指征

Uterus,uterus_position,子宫位置,categorical,,"Anteverted,Retroverted,Midposition",,,Y,前倾/后倾/中位,解剖位置
Uterus,uterus_size,子宫大小,categorical,,"Normal,Enlarged,Small,Atrophic",,,Y,子宫体积,增大/萎缩
Uterus,uterus_length,子宫长度,decimal,cm,3-15,,,N,子宫长径,正常7-8cm
Uterus,uterus_width,子宫宽度,decimal,cm,2-10,,,N,子宫横径,正常4-5cm
Uterus,uterus_ap,子宫前后径,decimal,cm,2-8,,,N,子宫前后径,正常3-4cm
Uterus,uterus_volume,子宫体积,decimal,mL,20-200,,,N,子宫体积,椭球体公式

Endometrium,endometrial_thickness,子宫内膜厚度,decimal,mm,0-30,,,Y,内膜厚度,周期性变化
Endometrial,endometrial_pattern,内膜回声,categorical,,"Trilaminar,Homogeneous,Heterogeneous,Polypoid",,,Y,内膜回声特征,三线征/增生/息肉
Endometrium,endometrial_mass,内膜占位,boolean,,,,,N,内膜病变,息肉/癌
Endometrium,endometrial_fluid,宫腔积液,categorical,,"None,Minimal,Moderate,Severe",,,N,宫腔液体,炎症/粘连

Myometrium,myometrium_echogenicity,肌层回声,categorical,,"Homogeneous,Heterogeneous",,,Y,均匀/不均,肌瘤/腺肌症
Myometrium,fibroids,子宫肌瘤,boolean,,,,,N,肌瘤,良性肿瘤
Myometrium,fibroid_count,肌瘤数量,categorical,,"NA,Single,2_3,4_10,>10",,,N,肌瘤个数,多发
Myometrium,largest_fibroid_size,最大肌瘤直径,decimal,cm,0-30,,,N,最大肌瘤,手术指征
Myometrium,fibroid_location,肌瘤位置,categorical,,"NA,Submucosal,Intramural,Subserosal,Pedunculated",,,N,黏膜下/肌壁间/浆膜下/带蒂,FIGO分型
Myometrium,adenomyosis,子宫腺肌症,boolean,,,,,N,腺肌症,子宫内膜异位

Ovaries,right_ovary_visualized,右卵巢显示,boolean,,,,,Y,右卵巢可见,解剖变异
Ovaries,right_ovary_size,右卵巢大小,categorical,,"Normal,Enlarged,Small,Atrophic,Not_Visualized",,,Y,右卵巢体积,多囊/早衰
Ovaries,right_ovary_volume,右卵巢体积,decimal,mL,0-50,,,N,右卵巢体积mL,>10mL增大
Ovaries,right_ovary_cysts,右卵巢囊肿,boolean,,,,,N,右卵巢囊性病变,生理性/病理性
Ovaries,right_ovary_cyst_size,右卵巢囊肿大小,decimal,cm,0-30,,,N,右侧囊肿直径,>5cm手术
Ovaries,right_ovary_cyst_type,右卵巢囊肿类型,categorical,,"NA,Simple,Complex,Hemorrhagic,Dermoid,Endometrioma",,,N,单纯/复杂/出血/畸胎瘤/巧囊,性质
Ovaries,left_ovary_visualized,左卵巢显示,boolean,,,,,Y,左卵巢可见,定位
Ovaries,left_ovary_size,左卵巢大小,categorical,,"Normal,Enlarged,Small,Atrophic,Not_Visualized",,,Y,左卵巢体积,异常
Ovaries,left_ovary_volume,左卵巢体积,decimal,mL,0-50,,,N,左卵巢体积mL,正常5-10mL
Ovaries,left_ovary_cysts,左卵巢囊肿,boolean,,,,,N,左卵巢囊性病变,囊肿
Ovaries,left_ovary_cyst_size,左卵巢囊肿大小,decimal,cm,0-30,,,N,左侧囊肿直径,尺寸
Ovaries,left_ovary_cyst_type,左卵巢囊肿类型,categorical,,"NA,Simple,Complex,Hemorrhagic,Dermoid,Endometrioma",,,N,囊肿性质,良恶性

PCOS,pcos_morphology,多囊卵巢形态,boolean,,,,,N,PCOS超声,≥12个小卵泡
PCOS,follicle_count,卵泡数量,integer,,0-50,,,N,2-9mm卵泡数,PCOS≥12/侧

Adnexa,right_adnexal_mass,右附件肿块,boolean,,,,,N,右附件占位,卵巢/输卵管
Adnexa,right_adnexal_mass_size,右附件肿块大小,decimal,cm,0-30,,,N,右附件肿块直径,大小
Adnexa,left_adnexal_mass,左附件肿块,boolean,,,,,N,左附件占位,肿块
Adnexa,left_adnexal_mass_size,左附件肿块大小,decimal,cm,0-30,,,N,左附件肿块直径,尺寸

Cul_de_Sac,free_fluid,盆腔积液,categorical,,"None,Minimal,Moderate,Severe",,,N,道格拉斯窝积液,炎症/腹水
Cul_de_Sac,fluid_echogenicity,积液回声,categorical,,"NA,Anechoic,Echogenic",,,N,无回声/回声,单纯/复杂

Doppler,blood_flow_assessment,血流评估,boolean,,,,,N,彩色多普勒,血管化
Doppler,mass_vascularity,肿块血流,categorical,,"NA,Absent,Peripheral,Central,Mixed",,,N,无/周边/中央/混合,良恶性鉴别
Doppler,resistive_index,阻力指数,decimal,,0-1,,,N,RI,<0.4恶性可能

