Category,Field_Name,Chinese_Name,Data_Type,Unit,Valid_Range,LOINC_Code,Required,Description,Clinical_Significance
Basic_Info,patient_id,患者ID,string,,,,,Y,唯一标识,患者追踪
Basic_Info,admission_date,入院日期,date,,,,,Y,入院时间,HAI时间界定
Basic_Info,infection_date,感染日期,date,,,,,Y,感染诊断日期,发病时间
Basic_Info,age,年龄,integer,years,0-120,,,Y,患者年龄,危险因素
Basic_Info,gender,性别,categorical,,Male,Female,,,Y,性别,流行病学

HAI_Classification,hai_type,HAI类型,categorical,,CLABSI,CAUTI,VAP,SSI,CDI,,,Y,中心静脉导管相关血流感染/导尿管相关尿路感染/呼吸机相关肺炎/手术部位感染/艰难梭菌感染,分类
HAI_Classification,onset_timing,发病时机,categorical,,Hospital_Onset,Community_Onset_Healthcare_Associated,,,Y,住院期间发病/社区发病医疗相关,定义

CLABSI,clabsi,中心静脉导管相关血流感染,boolean,,,,,Y,CLABSI,中心静脉导管
CLABSI,central_line,中心静脉导管,boolean,,,,,Y,CVC,危险因素
CLABSI,central_line_duration,导管留置时间,integer,days,0-365,,,Y,CVC天数,风险累积
CLABSI,catheter_site,置管部位,categorical,,None,Internal_Jugular,Subclavian,Femoral,PICC,,,N,无/颈内静脉/锁骨下/股静脉/PICC,感染风险不同
CLABSI,catheter_removal,拔除导管,boolean,,,,,Y,移除CVC,源控制
CLABSI,catheter_tip_culture,导管尖端培养,categorical,,Not_Done,Negative,Positive,,,N,拔出导管尖端培养,>15CFU

CAUTI,cauti,导尿管相关尿路感染,boolean,,,,,Y,CAUTI,留置导尿管
CAUTI,urinary_catheter,留置导尿管,boolean,,,,,Y,Foley导尿管,最常见HAI
CAUTI,catheter_days,导尿管天数,integer,days,0-365,,,Y,留置天数,每日风险3-7%
CAUTI,catheter_removal_cauti,拔除导尿管,boolean,,,,,Y,移除导尿管,源控制

VAP,vap,呼吸机相关肺炎,boolean,,,,,Y,VAP,机械通气
VAP,mechanical_ventilation,机械通气,boolean,,,,,Y,有创通气,VAP前提
VAP,ventilator_days,通气天数,integer,days,0-365,,,Y,通气天数,VAP发病率1-3%/天
VAP,early_onset_vap,早发VAP,boolean,,,,,N,≤4天,社区病原
VAP,late_onset_vap,晚发VAP,boolean,,,,,Y,>4天,MDR病原
VAP,cpis_score,CPIS评分,integer,,0-12,,,N,临床肺部感染评分,>6分提示VAP

SSI,ssi,手术部位感染,boolean,,,,,Y,SSI,术后30天(或1年人工植入物)
SSI,surgical_procedure,手术操作,string,,,,,Y,手术名称,相关手术
