Category,Field_Name,Chinese_Name,Data_Type,Unit,Valid_Range,LOINC_Code,Required,Description,Clinical_Significance
Basic_Info,patient_id,患者ID,string,,,,,Y,唯一标识,患者追踪
Basic_Info,study_date,检查日期,date,,,,,Y,睡眠研究时间,检查时点
Basic_Info,age,年龄,integer,years,1-120,,,Y,患者年龄,睡眠障碍风险
Basic_Info,gender,性别,categorical,,Male,Female,,,Y,性别,睡眠呼吸暂停风险
Clinical_Presentation,chief_complaint,主诉,string,,,,,Y,主要睡眠问题,临床表现
Clinical_Presentation,symptom_duration,症状时长,categorical,,Less_1month,1_3months,3_6months,Over_6months,,,Y,<1月/1-3月/3-6月/>6月,慢性失眠定义
Clinical_Presentation,daytime_sleepiness,日间嗜睡,categorical,,None,Mild,Moderate,Severe,,,Y,无/轻度/中度/重度,功能影响
Questionnaires,epworth_score,Epworth嗜睡量表,integer,,0-24,52690-6,Y,ESS评分0-24,日间过度嗜睡
Questionnaires,psqi_score,匹兹堡睡眠质量指数,integer,,0-21,93837-1,N,PSQI总分>5提示睡眠质量差,睡眠质量评估
Questionnaires,isi_score,失眠严重度指数,integer,,0-28,,,N,ISI 0-7无/8-14阈下/15-21中度/22-28重度,失眠严重度
Questionnaires,stop_bang_score,STOP-BANG评分,integer,,0-8,89528-2,N,≥3分高危OSA,睡眠呼吸暂停筛查
Sleep_History,sleep_onset_latency,入睡潜伏期,integer,minutes,0-300,,,N,上床到入睡时间,入睡困难
Sleep_History,total_sleep_time,总睡眠时间,float,hours,0-24,,,N,实际睡眠时长,睡眠充足性
Sleep_History,wake_after_sleep_onset,睡眠后觉醒,integer,minutes,0-300,,,N,WASO时长,睡眠维持困难
Sleep_History,sleep_efficiency,睡眠效率,float,%,0-100,,,N,总睡眠时间/卧床时间,睡眠质量
Physical_Exam,bmi,体重指数,float,kg/m²,10-60,39156-5,Y,BMI,肥胖与OSA
Physical_Exam,neck_circumference,颈围,float,cm,20-60,56072-2,N,颈围>40cm(男)/37cm(女),OSA风险
Physical_Exam,mallampati_score,Mallampati分级,categorical,,Class_I,Class_II,Class_III,Class_IV,,,N,I-IV级,上气道狭窄
Physical_Exam,tonsil_size,扁桃体大小,categorical,,Grade_0,Grade_1,Grade_2,Grade_3,Grade_4,,,N,0-4级,气道阻塞
PSG_Parameters,recording_time,记录时间,float,hours,4-12,,,Y,PSG总记录时长,数据充分性
PSG_Parameters,sleep_stages,睡眠分期,string,,,,,Y,N1/N2/N3/REM百分比,睡眠结构
