Category,Field_Name,Chinese_Name,Data_Type,Unit,Valid_Range,LOINC_Code,Required,Description,Clinical_Significance
Basic_Info,patient_id,患者ID,string,,,,,Y,唯一标识,患者追踪
Basic_Info,presentation_date,就诊日期,date,,,,,Y,就诊时间,评估时点
Basic_Info,age,年龄,integer,years,0-120,,,Y,患者年龄,发病年龄
Basic_Info,gender,性别,categorical,,Male,Female,,,Y,性别,流行病学
Skin_Type,fitzpatrick_type,Fitzpatrick皮肤类型,categorical,,Type_I,Type_II,Type_III,Type_IV,Type_V,Type_VI,,,Y,I-VI型,日光敏感度
Lesion_Distribution,body_sites,受累部位,string,,,,,Y,病变部位,分布模式
Lesion_Distribution,extent,累及范围,categorical,,Localized,Regional,Generalized,,,Y,局限性/区域性/全身性,严重度
Primary_Lesions,macule,斑疹,boolean,,,,,Y,平坦色素改变,原发皮损
Primary_Lesions,papule,丘疹,boolean,,,,,Y,<1cm实性隆起,原发皮损
Primary_Lesions,plaque,斑块,boolean,,,,,Y,>1cm扁平隆起,原发皮损
Primary_Lesions,nodule,结节,boolean,,,,,Y,深在实性肿物,原发皮损
Primary_Lesions,vesicle,水疱,boolean,,,,,Y,<1cm液体,原发皮损
Primary_Lesions,bulla,大疱,boolean,,,,,Y,>1cm液体,原发皮损
Primary_Lesions,pustule,脓疱,boolean,,,,,Y,含脓液,原发皮损
Secondary_Lesions,scale,鳞屑,boolean,,,,,Y,角质层脱落,继发皮损
Secondary_Lesions,crust,痂,boolean,,,,,Y,血清/脓液干燥,继发皮损
Secondary_Lesions,erosion,糜烂,boolean,,,,,Y,表皮缺损,继发皮损
Secondary_Lesions,ulcer,溃疡,boolean,,,,,Y,真皮缺损,继发皮损
Secondary_Lesions,lichenification,苔藓样变,boolean,,,,,Y,皮肤增厚粗糙,慢性搔抓
Secondary_Lesions,excoriation,抓痕,boolean,,,,,Y,搔抓损伤,瘙痒
Symptoms,pruritus,瘙痒,boolean,,,,,Y,瘙痒,主要症状
Symptoms,pain,疼痛,boolean,,,,,Y,疼痛,炎症/溃疡
Symptoms,burning,烧灼感,boolean,,,,,Y,烧灼,刺激
Morphology,color,颜色,categorical,,Erythematous,Hyperpigmented,Hypopigmented,Violaceous,,,Y,红色/色素沉着/色素减退/紫罗兰色,病变特征
Morphology,borders,边界,categorical,,Well_Demarcated,Ill_Defined,,,Y,清楚/不清,诊断线索
Morphology,surface,表面,categorical,,Smooth,Rough,Scaling,Crusted,,,Y,光滑/粗糙/鳞屑/结痂,表面特征
Associated_Features,koebner_phenomenon,Koebner现象,boolean,,,,,N,创伤部位出现新皮损,银屑病/白癜风
Associated_Features,nikolsky_sign,Nikolsky征,boolean,,,,,N,摩擦致表皮分离,天疱疮
Severity_Assessment,bsa,体表面积百分比,decimal,%,0-100,,,Y,BSA,严重度
Severity_Assessment,pasi_score,PASI评分,integer,,0-72,,,N,银屑病面积和严重度指数,银屑病严重度
Severity_Assessment,scorad,SCORAD评分,integer,,0-103,,,N,特应性皮炎评分,湿疹严重度
Dermoscopy,dermoscopy_performed,皮肤镜检查,boolean,,,,,N,皮肤镜,色素性病变
Dermoscopy,pigment_network,色素网,boolean,,,,,N,色素网,黑素细胞
Dermoscopy,asymmetry,不对称性,boolean,,,,,N,结构不对称,恶性特征
Dermoscopy,blue_white_veil,蓝白幕,boolean,,,,,N,蓝白幕,黑素瘤
Biopsy,skin_biopsy,皮肤活检,boolean,,,,,Y,组织病理,确诊
Biopsy,histopathology,组织病理诊断,string,,,,,N,病理诊断,金标准
Biopsy,immunofluorescence,免疫荧光,categorical,,Not_Done,Negative,Positive,,,N,DIF/IIF,自身免疫性皮肤病
Patch_Testing,patch_test,斑贴试验,boolean,,,,,N,过敏原检测,接触性皮炎
Patch_Testing,positive_allergens,阳性过敏原,string,,,,,N,致敏物质,回避
Labs,ige,IgE,decimal,IU/mL,0-10000,19113-0,,N,总IgE,特应性
Labs,eosinophils,嗜酸性粒细胞,decimal,×10⁹/L,0-5,711-2,,N,嗜酸粒,过敏/寄生虫
Photography,clinical_photography,临床摄影,boolean,,,,,Y,病变照片,记录/随访
Treatment_Topical,topical_corticosteroids,外用糖皮质激素,boolean,,,,,Y,局部激素,一线治疗
Treatment_Topical,topical_calcineurin_inhibitors,外用钙调神经磷酸酶抑制剂,boolean,,,,,N,他克莫司/吡美莫司,敏感部位
Treatment_Topical,vitamin_d_analogues,维生素D类似物,boolean,,,,,N,卡泊三醇,银屑病
Treatment_Topical,emollients,润肤剂,boolean,,,,,Y,保湿,皮肤屏障
Treatment_Systemic,systemic_corticosteroids,系统糖皮质激素,boolean,,,,,Y,口服/静脉激素,严重皮肤病
Treatment_Systemic,antihistamines,抗组胺药,boolean,,,,,Y,H1受体拮抗剂,瘙痒/荨麻疹
Treatment_Systemic,antibiotics,抗生素,boolean,,,,,Y,抗感染,细菌感染/痤疮
Treatment_Systemic,antifungals,抗真菌药,boolean,,,,,N,真菌感染,皮肤癣菌
Treatment_Systemic,immunosuppressants,免疫抑制剂,boolean,,,,,N,MTX/环孢素/硫唑嘌呤,严重炎症性皮肤病
Treatment_Biologics,biologics,生物制剂,boolean,,,,,N,TNF抑制剂/IL抑制剂,中重度银屑病/特应性皮炎
Treatment_Phototherapy,phototherapy,光疗,boolean,,,,,N,UVB/PUVA,银屑病/白癜风
Treatment_Procedural,cryotherapy,冷冻治疗,boolean,,,,,N,液氮冷冻,疣/日光性角化病
Treatment_Procedural,laser_therapy,激光治疗,boolean,,,,,N,各类激光,色素/血管/脱毛
Treatment_Procedural,excision,手术切除,boolean,,,,,N,外科切除,肿瘤
Outcome,clearance,皮损清除,categorical,,Complete,Partial,No_Response,,,Y,完全清除/部分改善/无反应,治疗效果
Outcome,recurrence,复发,boolean,,,,,Y,治疗后复发,慢性复发性
Report,dermatologist,皮肤科医师,string,,,,,Y,医师姓名,责任医师
Report,report_date,报告日期,date,,,,,Y,报告时间,文档记录
