timestamp,glucose,delta,zscore,anomaly_reasons
2025-04-09 20:50:00,12.4,1.5999999999999996,2.465509175208071,stat_outlier
2025-04-09 21:05:00,12.2,-0.20000000000000107,2.3697605518256175,stat_outlier
2025-04-10 08:50:00,12.3,0.3000000000000007,2.4176348635168448,stat_outlier
2025-04-11 08:05:00,12.6,0.6999999999999993,2.5612577985905243,stat_outlier
2025-04-11 08:20:00,12.7,0.09999999999999964,2.6091321102817506,stat_outlier
2025-04-11 08:35:00,12.9,0.20000000000000107,2.7048807336642042,stat_outlier
2025-04-13 21:05:00,12.3,1.4000000000000004,2.4176348635168448,stat_outlier
2025-04-13 21:20:00,13.2,0.8999999999999986,2.8485036687378837,stat_outlier
2025-04-13 21:35:00,12.9,-0.29999999999999893,2.7048807336642042,stat_outlier
2025-04-14 18:35:00,12.7,2.3999999999999986,2.6091321102817506,stat_outlier
2025-04-17 13:20:00,12.5,1.0999999999999996,2.5133834868992975,stat_outlier
2025-04-17 13:35:00,13.4,0.9000000000000004,2.944252292120338,stat_outlier
2025-04-17 13:50:00,13.9,0.5,3.183623850576471,stat_outlier
2025-04-17 14:05:00,14.2,0.29999999999999893,3.3272467856501504,stat_outlier
2025-04-17 14:20:00,14.8,0.6000000000000014,3.614492655797511,stat_outlier
2025-04-17 14:35:00,14.4,-0.40000000000000036,3.422995409032604,stat_outlier
2025-04-17 14:50:00,13.9,-0.5,3.183623850576471,stat_outlier
2025-04-17 15:05:00,13.3,-0.5999999999999996,2.896377980429111,stat_outlier
2025-04-17 15:20:00,13.1,-0.20000000000000107,2.8006293570466574,stat_outlier
2025-04-17 15:35:00,13.1,0.0,2.8006293570466574,stat_outlier
2025-04-17 15:50:00,12.8,-0.29999999999999893,2.657006421972978,stat_outlier
2025-04-18 14:05:00,12.2,0.5,2.3697605518256175,stat_outlier
2025-04-18 14:20:00,12.2,0.0,2.3697605518256175,stat_outlier
2025-04-18 14:35:00,12.2,0.0,2.3697605518256175,stat_outlier
2025-04-18 14:50:00,12.4,0.20000000000000107,2.465509175208071,stat_outlier
2025-04-18 15:05:00,12.6,0.1999999999999993,2.5612577985905243,stat_outlier
2025-04-18 15:20:00,12.3,-0.29999999999999893,2.4176348635168448,stat_outlier
