timestamp,rmssd_ms,sdnn_ms,pnn50_percent,lf_power,hf_power,lf_hf_ratio
2025-08-28 00:00:00,99.66176075993087,62.08032820579857,35.819397993311036,200.4744781903173,87.86328694507276,2.7379965192830915
2025-08-28 00:05:00,99.77068422280142,62.045062279043265,37.926421404682266,157.72994795621074,77.07939887825644,2.4555969597843643
2025-08-28 00:10:00,108.580464651999,65.96971650425952,40.0334448160535,161.87995071903475,53.42029660258026,3.636369567694593
2025-08-28 00:15:00,98.11844229372005,61.43311131198996,38.62876254180601,112.3659547926694,50.6623958385056,2.661523276179523
2025-08-28 00:20:00,98.57894913413635,61.04597218377008,38.39464882943143,130.6161376407321,91.79997497864271,1.707400957411415
2025-08-28 00:25:00,120.91694505671354,73.59167579344668,41.20401337792642,129.61857727568918,53.163101954738586,2.925756530596181
2025-08-28 00:30:00,110.49177538294381,68.32584087437039,39.331103678929765,86.58924695792865,62.80593802022319,1.6544151655860444
2025-08-28 00:35:00,125.56881867683214,76.57105607115912,40.969899665551836,157.86173824758018,75.02629717710612,2.524902507848955
2025-08-28 00:40:00,120.32894585654496,72.16309153298155,38.62876254180601,165.53186183420192,66.63249954481091,2.9811013478108594
2025-08-28 00:45:00,107.36321745205618,64.96623742812103,40.0334448160535,163.63401339293017,68.16744544426865,2.8805658594329167
2025-08-28 00:50:00,127.02362451715669,76.07836959349503,41.438127090301,147.2862453816594,77.73256082100617,2.2737382197529343
2025-08-28 00:55:00,120.39115474032037,73.56500758501025,40.50167224080267,117.6235339679424,69.6718570652261,2.0259003664763706
2025-08-28 01:00:00,111.28552662835466,70.8444969732007,38.16053511705685,99.7872789188678,73.96027736695554,1.6190411794769943
2025-08-28 01:05:00,116.1980861514843,70.35536554591243,38.62876254180601,145.75952388684803,61.31343672692954,2.8527422046690556
2025-08-28 01:10:00,107.36698190016998,66.56638696700942,40.0334448160535,106.175339260484,57.7850985211685,2.204900750768926
2025-08-28 01:15:00,102.07883504535337,62.899808418763904,37.926421404682266,51.75818564262988,71.75335700010422,0.8656016299148993
2025-08-28 01:20:00,100.22864409470682,62.18650143090216,35.819397993311036,142.74347247167222,54.45195972539181,3.145748432744293
2025-08-28 01:25:00,103.6193350427678,63.85681008681322,36.287625418060195,142.872000022761,96.25364084441226,1.7811939218428645
